,id_movie,department,gender,job,name,id
119428,20849,Directing,0,Director,Curtis Bernhardt,33062
119430,57544,Directing,0,Director,Álex de la Iglesia,57865
119442,53779,Directing,2,Director,Sam Wood,10790
119449,16661,Directing,2,Director,Ted Wilde,143558
119451,16661,Directing,0,Director,J.A. Howe,143559
119461,80708,Directing,0,Director,Robert Z. Leonard,93906
119466,76516,Directing,2,Director,Michael Lehmann,7145
119469,33441,Directing,2,Director,Kouji Morimoto,183
119472,33441,Directing,0,Director,Hiroyuki Kitakubo,16136
119474,33441,Directing,0,Director,Yasuomi Umetsu,83762
119479,33441,Directing,0,Director,Atsuko Fukushima,110676
119482,33441,Directing,0,Director,Hiroyuki Kitazume,110679
119486,33441,Directing,0,Director,Takashi Nakamura,110684
119490,33441,Directing,2,Director,Manabu Oohashi,110687
119497,33441,Directing,0,Director,Hidetoshi Ômori,1382280
119499,33441,Directing,0,Director,Katsuhiro Ôtomo,1550028
119506,47819,Directing,2,Director,Neal Israel,57359
119519,21793,Directing,2,Director,Janice Karman,30696
119530,18712,Directing,2,Director,Allan Dwan,93905
119533,831,Directing,2,Director,Joseph M. Newman,12327
119552,10484,Directing,2,Director,Francis Veber,38507
119568,37658,Directing,2,Director,Mervyn LeRoy,9054
119576,26516,Directing,2,Director,Richard Brooks,3632
119597,110598,Directing,0,Director,Jane Wagner,72402
119613,10573,Directing,0,Director,Bakhtyar Khudojnazarov,1131742
119625,113290,Directing,0,Director,Mark Jonathan Harris,1036428
119628,26451,Directing,0,Director,Elio Petri,95456
119632,111605,Directing,1,Director,Nancy Savoca,93025
119643,54568,Directing,2,Director,Mitchell Leisen,108914
119649,28571,Directing,2,Director,William Wyler,10001
119673,27686,Directing,2,Director,Walter Lang,80570
119674,123665,Directing,2,Director,Harold S. Bucquet,33026
119675,123665,Directing,2,Director,Jack Conway,82413
119676,43336,Directing,2,Director,Robert Wise,1744
119683,62000,Directing,2,Director,Jean Negulesco,19606
119689,9372,Directing,2,Director,Morgan Spurlock,57492
119697,41495,Directing,2,Director,Mervyn LeRoy,9054
119712,52362,Directing,2,Director,Clifford Odets,14567
119724,662,Directing,0,Director,Chris Marker,9956
119729,41799,Directing,2,Director,Terence Davies,93911
119731,49633,Directing,2,Director,Cecil B. DeMille,8636
119743,43805,Directing,2,Director,King Vidor,29962
119766,16559,Directing,2,Director,Albert Lewin,30252
119771,44695,Directing,2,Director,Tom Laughlin,129482
119775,31217,Directing,0,Director,Masaki Kobayashi,76978
119784,8341,Directing,0,Director,Pan Nalin,7324
119798,36488,Directing,2,Director,Garson Kanin,100131
119804,19414,Directing,0,Director,Charles Walters,69392
119810,60595,Directing,0,Director,Conrad Rooks,110588
119821,15794,Directing,2,Director,Raoul Walsh,8823
119846,13188,Directing,2,Director,Brian Desmond Hurst,261224
119863,12651,Directing,2,Director,Michael Caton-Jones,30365
119894,886,Directing,2,Director,Norman Jewison,13563
119896,9791,Directing,2,Director,Steve Buscemi,884
119913,27554,Directing,2,Director,Jerry Schatzberg,98199
119929,26973,Directing,2,Director,Louis Malle,15389
119936,38582,Directing,0,Director,Jun Fukuda,30561
119949,9542,Directing,2,Director,Robert Harmon,57895
119961,17820,Directing,2,Director,George Sidney,21506
119975,26175,Directing,2,Director,Richard Thorpe,70862
119980,31146,Directing,2,Director,Tom DiCillo,6400
120009,20506,Directing,0,Director,Shôhei Imamura,20025
120025,37696,Directing,2,Director,Nicolas Winding Refn,21183
120035,136,Directing,2,Director,Tod Browning,1496
120044,47653,Directing,2,Director,Charlie Chaplin,13848
120062,10970,Directing,2,Director,Mel Brooks,14639
120074,28162,Directing,2,Director,Emeric Pressburger,37846
120076,28162,Directing,2,Director,Michael Powell,68424
120092,42812,Directing,2,Director,Clarence Brown,84034
120093,28159,Directing,2,Director,Jerry Jameson,52094
120098,20676,Directing,2,Director,Bill Duke,1103
120120,3019,Directing,2,Director,Rouben Mamoulian,29595
120125,29353,Directing,2,Director,Edward F. Cline,13953
120132,17761,Directing,2,Director,William A. Wellman,14643
120141,20277,Directing,2,Director,Norman Tokar,83413
120177,10204,Directing,2,Director,Frank Coraci,57370
120279,3515,Directing,0,Director,Mike Hodges,17281
120304,9472,Directing,0,Director,Rawson Marshall Thurber,57633
120398,594,Directing,2,Director,Steven Spielberg,488
120468,8981,Directing,0,Director,Shona Auerbach,56474
120486,12153,Directing,2,Director,Keenen Ivory Wayans,35689
120510,1944,Directing,2,Director,Tod Williams,20133
120519,11036,Directing,2,Director,Nick Cassavetes,11151
120558,1997,Directing,2,Director,Jean-Jacques Annaud,2352
120572,15237,Directing,2,Director,Irwin Winkler,11472
120585,205481,Directing,0,Director,Kristian Levring,65879
120591,11572,Directing,0,Director,Chris Delaporte,69938
120592,11572,Directing,0,Director,Pascal Pinon,69940
120607,19096,Directing,0,Director,Edward Dmytryk,64114
120616,72096,Directing,0,Director,Howard Brookner,940694
120622,11939,Directing,2,Director,Sam Wood,10790
120627,47555,Directing,0,Director,Nicholas Ray,2765
120635,24236,Directing,2,Director,Robert Butler,101767
120636,80218,Directing,0,Director,Zev Berman,74631
120643,26520,Directing,2,Director,Paul Mazursky,47773
120656,43897,Directing,2,Director,David Butler,76381
120676,29456,Directing,0,Director,Christoffer Boe,144195
120704,21386,Directing,0,Director,Will Vinton,60220
120712,24908,Directing,0,Director,Laurent Firode,586015
120725,9256,Directing,0,Director,Josef Fares,57022
120730,25783,Directing,2,Director,Oliver Stone,1152
120744,8991,Directing,2,Director,Michael Spierig,56501
120747,8991,Directing,2,Director,Peter Spierig,56502
120764,44691,Directing,2,Director,Jerry London,80609
120780,23378,Directing,2,Director,James Lapine,90037
120785,3293,Directing,2,Director,Martyn Burke,15872
120795,36947,Directing,2,Director,Mark Achbar,69359
120801,36947,Directing,0,Director,Peter Wintonick,125677
120842,54028,Directing,2,Director,Vincente Minnelli,13980
120855,17645,Directing,2,Director,John M. Stahl,82171
120868,10448,Directing,0,Director,Kevin Reynolds,8300
120872,57684,Directing,2,Director,William A. Wellman,14643
120874,61487,Directing,2,Director,George Hickenlooper,37852
120883,14365,Directing,2,Director,Chen Kaige,20640
120891,29383,Directing,0,Director,Pekka Parikka,222545
120905,10606,Directing,2,Director,Stewart Raffill,59023
120923,42988,Directing,2,Director,Arthur Hiller,133259
120927,16136,Directing,2,Director,Ernest R. Dickerson,15521
120932,58669,Directing,1,Director,Holly Goldberg Sloan,71338
120951,42407,Directing,2,Director,Irvin Kershner,10930
120959,6081,Directing,2,Director,Blake Edwards,1927
120971,12577,Directing,0,Director,Gérard Pirès,23945
120988,36561,Directing,2,Director,Ole Bornedal,22676
121006,49814,Directing,2,Director,Gillies MacKinnon,33405
121041,13696,Directing,0,Director,Michael Curtiz,4109
121058,44494,Directing,2,Director,Jean Vigo,142865
121064,15484,Directing,2,Director,John Cassavetes,11147
121071,36672,Directing,0,Director,Heiner Carow,22987
121081,2330,Directing,0,Director,Gérard Pirès,23945
121093,2334,Directing,2,Director,Gérard Krawczyk,21647
121096,64204,Directing,0,Director,Robert Frank,238714
121098,64204,Directing,0,Director,Alfred Leslie,238716
121102,13398,Directing,0,Director,Satoshi Kon,40333
121124,2912,Directing,0,Director,Claude Chabrol,19069
121131,701,Directing,2,Director,Buster Keaton,8635
121134,701,Directing,2,Director,John G. Blystone,10516
121145,10631,Directing,2,Director,Carl Reiner,1895
121152,43466,Directing,0,Director,H. C. Potter,83399
121157,2202,Directing,2,Director,Fred M. Wilcox,12300
121173,76076,Directing,0,Director,H.C. Potter,577599
121176,10780,Directing,2,Director,Garry Marshall,1201
121197,3484,Directing,2,Director,Charles Brabin,32133
121198,3484,Directing,2,Director,Charles Vidor,32134
121203,19590,Directing,2,Director,David Butler,76381
121218,23724,Directing,2,Director,Daniel Mann,90522
121222,26596,Directing,0,Director,Nicholas Ray,2765
121240,44925,Directing,0,Director,Nancy Meckler,1112916
121244,29264,Directing,2,Director,Luis Buñuel,793
121272,33994,Directing,2,Director,Bernard Rose,57851
121274,1777,Directing,2,Director,Michael Moore,17087
121288,11584,Directing,2,Director,Fred Schepisi,64061
121293,9901,Directing,0,Director,Emmanuel Goldstein,60168
121300,202475,Directing,0,Director,Robb Moss,90641
121301,26811,Directing,2,Director,Freddie Francis,5629
121310,38631,Directing,2,Director,Paul Barnett,120937
121311,38631,Directing,0,Director,Unsu Lee,120938
121324,54022,Directing,2,Director,David Salle,1151553
121338,23522,Directing,2,Director,Hal Hartley,91343
121346,207625,Directing,2,Director,Sturla Gunnarsson,43526
121351,22094,Directing,2,Director,Walter Hill,1723
121374,161080,Directing,0,Director,Imogen Kimmel,1107939
121392,11884,Directing,2,Director,Nick Castle,14692
121400,21871,Directing,0,Director,Marvin J. Chomsky,29765
121403,30876,Directing,2,Director,Ruggero Deodato,45572
121422,558,Directing,2,Director,Sam Raimi,7623
121545,48732,Directing,0,Director,Louis Schwartsberg,141007
121547,80,Directing,2,Director,Richard Linklater,564
121561,10742,Directing,2,Director,Pieter Jan Brugge,639
121596,9477,Directing,2,Director,Antoine Fuqua,20907
121706,8699,Directing,2,Director,Adam McKay,55710
121718,9893,Directing,2,Director,Joe Nussbaum,54597
121752,11247,Directing,2,Director,Mark Rosman,68770
121788,2048,Directing,2,Director,Alex Proyas,21085
121909,436,Directing,0,Director,Joshua Marston,5872
121962,61391,Directing,2,Director,Raoul Walsh,8823
121976,18643,Directing,2,Director,Gordon Douglas,51677
121979,67297,Directing,0,Director,Fernando Trueba,37526
121991,31948,Directing,2,Director,David Greene,37915
121996,43004,Directing,2,Director,Sidney Lumet,39996
121998,45793,Directing,2,Director,Arthur Hiller,133259
122001,46495,Directing,2,Director,Hubert Cornfield,116133
122004,45874,Directing,2,Director,Kirk Douglas,2090
122015,65994,Directing,0,Director,Henry Hathaway,37360
122018,19014,Directing,2,Director,Hugh Wilson,28904
122020,10754,Directing,2,Director,Krzysztof Kieślowski,1126
122046,30054,Directing,2,Director,Anthony Mann,40199
122066,36630,Directing,2,Director,Sam Pillsbury,64099
122097,39770,Directing,1,Director,Catherine Breillat,6295
122118,36627,Directing,2,Director,Jerzy Hoffman,113601
122132,11897,Directing,0,Director,John Ford,8500
122136,11897,Directing,2,Director,George Marshall,19093
122138,11897,Directing,0,Director,Henry Hathaway,37360
122140,11897,Directing,2,Director,Richard Thorpe,70862
122144,43443,Directing,0,Director,Victor Fleming,9049
122168,54300,Directing,2,Director,John Dower,150347
122175,58925,Directing,2,Director,Joseph Losey,39009
122209,2502,Directing,2,Director,Paul Greengrass,25598
122347,314,Directing,2,Director,Pitof,4586
122500,18923,Directing,2,Director,Michael Mayer,50460
122501,146373,Directing,0,Director,Rory Kelly,84552
122505,5228,Directing,2,Director,Bob Rafelson,19450
122512,12206,Directing,2,Director,Fritz Lang,68
122522,16539,Directing,0,Director,Paula van der Oest,587376
122523,75046,Directing,2,Director,Douglas Sirk,46712
122534,74012,Directing,2,Director,Archie Mayo,81165
122541,26126,Directing,1,Director,Kirsten Sheridan,41285
122548,15876,Directing,2,Director,Dick Powell,19328
122557,26300,Directing,2,Director,Tony Randel,52194
122562,68064,Directing,2,Director,Ford Beebe,11431
122563,68064,Directing,0,Director,Ray Taylor,33377
122568,12625,Directing,2,Director,Paul Wendkos,73150
122573,45520,Directing,2,Director,Dick Powell,19328
122576,46767,Directing,0,Director,Agustí Villaronga,151162
122582,55848,Directing,2,Director,Robert Bresson,10346
122592,42525,Directing,2,Director,James Clavell,46611
122607,43417,Directing,2,Director,George McCowan,40378
122612,15244,Directing,2,Director,Robert Bresson,10346
122621,62395,Directing,2,Director,Ladislao Vajda,12733
122625,42737,Directing,0,Director,Bernhard Wicki,9894
122633,47615,Directing,0,Director,Stephen C. Apostolof,104583
122646,39209,Directing,0,Director,Edward Dmytryk,64114
122656,20876,Directing,0,Director,Jan Egleson,110496
122661,24559,Directing,2,Director,George Roy Hill,9577
122672,78208,Directing,2,Director,Patrice Chéreau,23724
122683,43786,Directing,2,Director,John Farrow,50300
122684,72613,Directing,0,Director,John Ford,8500
122695,43787,Directing,2,Director,William A. Seiter,108987
122700,27437,Directing,2,Director,Irving Reis,94880
122701,40374,Directing,2,Director,Clint Eastwood,190
122709,20316,Directing,0,Director,Antonio Hernández,78996
122712,41925,Directing,0,Director,Paul Schrader,1035
122720,259389,Directing,2,Director,Reggie Rock Bythewood,71943
122741,22871,Directing,2,Director,Delmer Daves,76981
122762,37019,Directing,0,Director,David Price,102709
122791,18190,Directing,2,Director,Nicholas Kazan,20213
122796,71786,Directing,0,Director,Isidro Ortiz,131122
122797,71786,Directing,0,Director,Alex Ollé,563813
122798,71786,Directing,0,Director,Carlos Padrissa,563814
122800,42347,Directing,2,Director,Martin Stellman,2261
122805,39140,Directing,2,Director,Leonard Nimoy,1749
122810,69903,Directing,2,Director,Tom Gries,18592
122811,69903,Directing,2,Director,Monte Hellman,20921
122817,219345,Directing,0,Director,Richard Glatzer,82335
122818,41890,Directing,0,Director,James Anderson,1614225
122822,27307,Directing,2,Director,Savage Steve Holland,87565
122829,36709,Directing,0,Director,Vincent Ward,9198
122849,32294,Directing,0,Director,H. C. Potter,83399
122865,41463,Directing,2,Director,Garson Kanin,100131
122868,19051,Directing,2,Director,Ken Annakin,35318
122882,43485,Directing,0,Director,Michael Curtiz,4109
122895,51997,Directing,2,Director,Jack Arnold,33883
122903,43885,Directing,2,Director,Cecil B. DeMille,8636
122915,112969,Directing,2,Director,James Glickenhaus,99032
122923,62694,Directing,2,Director,Anatole Litvak,37361
122932,43785,Directing,2,Director,Ray Enright,34751
122948,53287,Directing,0,Director,Rod Daniel,64877
122957,29584,Directing,2,Director,Daryl Duke,93587
122965,32644,Directing,2,Director,John Herzfeld,27846
122968,89482,Directing,2,Director,Daniel Calparsoro,212687
122976,1040,Directing,0,Director,Luchino Visconti,15127
122987,42604,Directing,2,Director,Larry Peerce,51373
122992,24214,Directing,2,Director,Theodore J. Flicker,197458
123003,5122,Directing,2,Director,John Schlesinger,19304
123006,42469,Directing,2,Director,Freddie Francis,5629
123023,119623,Directing,2,Director,Volker Schlöndorff,10249
123051,1783,Directing,2,Director,David L. Cunningham,133635
123062,10910,Directing,2,Director,John Huston,6593
123073,17238,Directing,2,Director,Peter Greenaway,30309
123080,22156,Directing,0,Director,Florent-Emilio Siri,1011158
123083,26814,Directing,2,Director,David Miller,73256
123095,43116,Directing,2,Director,Jack Arnold,33883
123097,39269,Directing,2,Director,Dennis Hopper,2778
123118,99859,Directing,0,Director,George Sluizer,18335
123130,31522,Directing,2,Director,Jean-Luc Godard,3776
123139,47796,Directing,2,Director,Pier Paolo Pasolini,5970
123143,26893,Directing,2,Director,Akira Kurosawa,5026
123157,69035,Directing,2,Director,Graeme Clifford,13488
123163,73621,Directing,0,Director,Jackie Kong,234844
123165,22976,Directing,2,Director,John Hough,19032
123177,55441,Directing,2,Director,George Marshall,19093
123189,45608,Directing,2,Director,Richard Quine,18907
123195,21619,Directing,2,Director,Stuart Gordon,27991
123213,9680,Directing,2,Director,William Lustig,44765
123219,42801,Directing,2,Director,Vittorio De Sica,12329
123231,12627,Directing,0,Director,Jacques Rivette,73153
123234,86404,Directing,2,Director,Bob Swaim,129692
123247,18671,Directing,0,Director,Joseph H. Lewis,86004
123252,17218,Directing,2,Director,Robert Wise,1744
123267,41316,Directing,0,Director,Richard Ray Perez,1285799
123268,41316,Directing,0,Director,Joan Sekler,1437435
123271,5179,Directing,2,Director,Ronald Neame,7501
123273,53198,Directing,2,Director,Martin Scorsese,1032
123294,65156,Directing,2,Director,Bruce Bilson,151502
123300,42593,Directing,2,Director,Cy Howard,1077512
123301,76002,Directing,2,Director,Jack Lemmon,3151
123305,64868,Directing,2,Director,Don Chaffey,25558
123307,52741,Directing,0,Director,Peter Israelson,82255
123312,15081,Directing,2,Director,Don Chaffey,25558
123318,21147,Directing,2,Director,Norman Tokar,83413
123321,64877,Directing,2,Director,Michael O'Herlihy,51313
123323,147169,Directing,0,Director,Graeme Rattigan,1125474
123340,16703,Directing,2,Director,Frank Tuttle,80727
123351,20298,Directing,2,Director,Roy William Neill,25165
123353,19974,Directing,2,Director,John Farrow,50300
123359,22112,Directing,2,Director,Robert Siodmak,5029
123374,4201,Directing,2,Director,Ken Annakin,35318
123390,39868,Directing,2,Director,Eric Weston,205298
123401,20408,Directing,2,Director,Roy William Neill,25165
123420,13580,Directing,2,Director,Martin Ritt,18854
123431,18706,Directing,2,Director,Roy William Neill,25165
123443,34327,Directing,2,Director,Roy William Neill,25165
123453,43013,Directing,2,Director,George Seaton,24939
123460,38505,Directing,2,Director,Bertrand Blier,34262
123468,41940,Directing,2,Director,Bruce McDonald,55189
123482,20417,Directing,2,Director,Roy William Neill,25165
123495,14652,Directing,2,Director,Jean-Paul Rappeneau,25950
123499,69526,Directing,2,Director,Basil Dearden,29504
123507,14462,Directing,2,Director,Jonathan Demme,16294
123603,14623,Directing,2,Director,Jonathan Frakes,2388
123631,6947,Directing,2,Director,M. Night Shyamalan,11614
123744,401,Directing,2,Director,Zach Braff,5367
123763,50247,Directing,0,Director,Yasujirō Ozu,95501
123778,46326,Directing,2,Director,Marcel Carné,25161
123784,35780,Directing,2,Director,David Lane,152275
123794,25361,Directing,2,Director,David Lane,152275
123804,45522,Directing,2,Director,Sydney Pollack,2226
123814,23750,Directing,0,Director,Alex Cox,31493
123816,45509,Directing,0,Director,Patrick Leung,64423
123818,44289,Directing,2,Director,Marcus Adams,50757
123820,25536,Directing,0,Director,Johnnie To,25236
123825,38837,Directing,2,Director,Nikita Mikhalkov,82796
123834,23305,Directing,0,Director,Asif Kapadia,55251
123839,17768,Directing,0,Director,Richard Lester,10586
123861,27375,Directing,2,Director,Albert Maysles,1418
123862,27375,Directing,1,Director,Charlotte Zwerin,1477
123863,27375,Directing,2,Director,David Maysles,139002
123865,1538,Directing,2,Director,Michael Mann,638
124013,14846,Directing,2,Director,Nick Hurran,42274
124031,2577,Directing,2,Director,Michael Winterbottom,172
124047,52936,Directing,2,Director,Alexandre Rockwell,3111
124065,46884,Directing,2,Director,Robert Rossen,14875
124072,33333,Directing,0,Director,Toshiaki Toyoda,81107
124082,41975,Directing,0,Director,Claude Chabrol,19069
124087,16606,Directing,0,Director,Kim Sang-jin,80651
124092,60760,Directing,0,Director,Claude Chabrol,19069
124110,11282,Directing,2,Director,Danny Leiner,56591
124121,11130,Directing,2,Director,Garry Marshall,1201
124137,14389,Directing,2,Director,Jeff Balsmeyer,143284
124139,395,Directing,2,Director,Paul W.S. Anderson,4014
124275,11052,Directing,0,Director,Hatsuki Tsuji,67941
124290,60015,Directing,0,Director,Jean-Pierre Limosin,240295
124297,23601,Directing,2,Director,John Curran,96166
124307,10762,Directing,2,Director,Steven Brill,32593
124400,11026,Directing,2,Director,Renny Harlin,16938
124406,18693,Directing,2,Director,Norman Taurog,82800
124408,45598,Directing,2,Director,Peter Tewksbury,37876
124420,8745,Directing,2,Director,Norman Taurog,82800
124426,45335,Directing,2,Director,Norman Taurog,82800
124432,18690,Directing,2,Director,Norman Taurog,82800
124435,7506,Directing,2,Director,Gene Nelson,16002
124440,65596,Directing,2,Director,Russ Mayberry,152646
124448,36912,Directing,2,Director,Jeremy Kagan,128947
124452,46081,Directing,2,Director,Henry Levin,39743
124458,40087,Directing,2,Director,John Quinn,171170
124469,46831,Directing,2,Director,Laurent Cantet,17386
124493,20120,Directing,2,Director,Bill Cosby,51962
124495,22543,Directing,2,Director,Paul Henreid,4112
124498,44415,Directing,2,Director,Joe Camp,94787
124512,11237,Directing,0,Director,Dwight H. Little,56998
124582,8080,Directing,0,Director,E. Elias Merhige,17279
124595,14797,Directing,2,Director,He Ping,77305
124611,11632,Directing,1,Director,Mira Nair,6495
124624,18475,Directing,2,Director,Lance Rivera,302339
124645,15644,Directing,2,Director,Paul Abascal,1216735
124662,11208,Directing,0,Director,Paul McGuigan,2291
124735,24079,Directing,2,Director,John Bradshaw,224214
124736,16153,Directing,2,Director,Martin Scorsese,1032
124750,13559,Directing,2,Director,Tobe Hooper,10051
124752,42694,Directing,2,Director,Martin Scorsese,1032
124768,32298,Directing,2,Director,Wallace Wolodarsky,486
124777,66566,Directing,0,Director,Jan Eliasberg,1216741
124782,124029,Directing,2,Director,Paul Rodríguez,55259
124790,42164,Directing,2,Director,Krzysztof Kieślowski,1126
124812,124,Directing,2,Director,Krzysztof Kieślowski,1126
124820,29979,Directing,2,Director,Robert Harmon,57895
124823,41762,Directing,2,Director,Prince,21037
124826,12548,Directing,2,Director,Federico Fellini,4415
124841,33345,Directing,2,Director,Prince,21037
124849,19893,Directing,2,Director,James B. Clark,38250
124860,42264,Directing,2,Director,Michael Ritchie,12964
124865,11387,Directing,2,Director,Richard Brooks,3632
124884,104659,Directing,2,Director,Rob Cohen,18878
124888,24924,Directing,0,Director,Kevin Tenney,82579
124898,17994,Directing,0,Director,Kevin Tenney,82579
124900,75759,Directing,2,Director,Mark L. Lester,67753
124902,60437,Directing,2,Director,Robert Rossen,14875
124904,49069,Directing,2,Director,Menahem Golan,33008
124908,31117,Directing,2,Director,Bob Clark,12698
124913,9759,Directing,2,Director,David R. Ellis,4755
124968,1577,Directing,2,Director,Alexander Witt,17649
125078,14198,Directing,2,Director,Gregory Jacobs,119665
125083,288952,Directing,0,Director,Enid Zentelis,1157339
125110,16232,Directing,2,Director,Charles Stone III,80215
125125,5137,Directing,2,Director,Kerry Conran,41378
125228,11823,Directing,2,Director,Richard Loncraine,33315
125233,2003,Directing,1,Director,Catherine Breillat,6295
125251,18804,Directing,2,Director,John Duigan,72624
125262,13969,Directing,2,Director,Forest Whitaker,2178
125290,10145,Directing,2,Director,Joseph Ruben,52629
125337,26486,Directing,2,Director,Jeff Nathanson,2689
125351,13702,Directing,2,Director,John Waters,10367
125360,1653,Directing,2,Director,Walter Salles,8574
125373,747,Directing,2,Director,Edgar Wright,11090
125393,84214,Directing,2,Director,Daniel Mann,90522
125398,84655,Directing,2,Director,Martin Ritt,18854
125401,23627,Directing,0,Director,H. C. Potter,83399
125407,26230,Directing,0,Director,Donald G. Jackson,88939
125411,26230,Directing,0,Director,Eric Louzil,256221
125417,4176,Directing,2,Director,Sidney Lumet,39996
125430,11177,Directing,2,Director,Peter Bogdanovich,39012
125443,43839,Directing,2,Director,Henry King,37362
125448,26690,Directing,0,Director,Richard Fleischer,2087
125465,35101,Directing,2,Director,Charles Jarrott,29646
125482,10905,Directing,2,Director,Stan Dragoti,67411
125487,18196,Directing,2,Director,Michael Winner,19244
125502,70345,Directing,0,Director,Bernard L. Kowalski,89157
125510,88174,Directing,2,Director,Christopher Crowe,57447
125511,132422,Directing,0,Director,Marc Fusco,944544
125515,42215,Directing,2,Director,Richard Marquand,19800
125529,43105,Directing,2,Director,Roy Del Ruth,94218
125538,71140,Directing,2,Director,Robert Greenwald,51521
125543,27816,Directing,0,Director,Frank Henenlotter,86250
125557,27815,Directing,0,Director,Frank Henenlotter,86250
125572,12707,Directing,2,Director,Michael Anderson,20412
125574,43657,Directing,2,Director,Duncan Roy,129992
125587,43117,Directing,2,Director,Gene Fowler Jr.,51767
125595,47446,Directing,2,Director,Mihalis Kakogiannis,65843
125602,54979,Directing,2,Director,Luis Buñuel,793
125623,42172,Directing,0,Director,Paul Schrader,1035
125631,42600,Directing,0,Director,Melvin Van Peebles,135650
125638,47825,Directing,2,Director,William Tannen,29626
125643,62697,Directing,2,Director,Jeannot Szwarc,16187
125646,31655,Directing,2,Director,Roger Corman,102429
125659,27498,Directing,2,Director,Steve Latshaw,46912
125668,1492,Directing,2,Director,Ridley Scott,578
125722,8689,Directing,2,Director,Ruggero Deodato,45572
125739,10555,Directing,1,Director,Vicky Jenson,12058
125749,10555,Directing,2,Director,Bibo Bergeron,65629
125751,10555,Directing,0,Director,Rob Letterman,65630
125828,11128,Directing,2,Director,Jay Russell,46297
125913,22842,Directing,0,Director,Ricky Schroder,76546
125917,1599,Directing,2,Director,David O. Russell,17883
125927,14024,Directing,2,Director,Sean McNamara,129952
125943,11045,Directing,2,Director,Tim Story,20400
126028,15503,Directing,0,Director,Jordan Roberts,78600
126030,14337,Directing,2,Director,Shane Carruth,76624
126038,26108,Directing,2,Director,Richard Eyre,36693
126046,4380,Directing,2,Director,Peter Chelsom,36804
126060,3989,Directing,2,Director,Trey Parker,34517
126084,16358,Directing,2,Director,Michael Clancy,4910
126100,25313,Directing,2,Director,Dylan Kidd,239075
126110,2438,Directing,2,Director,George Seaton,24939
126133,65550,Directing,2,Director,Daniel Mann,90522
126136,29445,Directing,2,Director,Lars von Trier,42
126140,11121,Directing,2,Director,Roman Polanski,3556
126146,55457,Directing,2,Director,Robert Zemeckis,24
126151,101887,Directing,2,Director,Roger Spottiswoode,1724
126169,23739,Directing,2,Director,Richard Moore,49358
126179,21241,Directing,2,Director,Paul Bartel,101377
126192,3053,Directing,2,Director,Roman Polanski,3556
126200,28356,Directing,2,Director,James Hill,126462
126201,12456,Directing,2,Director,Lars von Trier,42
126211,12456,Directing,0,Director,Jørgen Leth,72343
126224,55047,Directing,0,Director,Jamie Johnson,137680
126233,28153,Directing,2,Director,Larry Cohen,19266
126237,18499,Directing,2,Director,Denys Arcand,38516
126239,36616,Directing,0,Director,Bruce W. Smith,23684
126246,13644,Directing,2,Director,Robert Lieberman,27146
126250,41936,Directing,2,Director,Bertrand Tavernier,20556
126269,13416,Directing,2,Director,Peter Berg,36602
126311,1435,Directing,2,Director,Jonathan Caouette,17108
126324,11099,Directing,0,Director,Omar Naim,68020
126336,12483,Directing,2,Director,Mick Garris,61824
126348,184530,Directing,0,Director,James Redford,223895
126359,18701,Directing,0,Director,István Szabó,225898
126365,2319,Directing,2,Director,Eric Small,23883
126377,110351,Directing,0,Director,Leonardo Defilippis,1049309
126401,15566,Directing,2,Director,Mike Mitchell,64151
126412,1970,Directing,2,Director,Takashi Shimizu,20310
126486,8849,Directing,2,Director,Charles Shyer,56106
126499,9675,Directing,0,Director,Alexander Payne,13235
126526,4553,Directing,2,Director,Brad Anderson,37948
126549,11109,Directing,2,Director,Mike Leigh,65452
126572,48678,Directing,0,Director,Scott Smith,1219158
126574,202587,Directing,0,Director,Peter Richardson,36086
126577,126148,Directing,2,Director,Antoine Fuqua,20907
126588,16131,Directing,2,Director,David Gordon Green,64141
126608,9391,Directing,2,Director,Roger Michell,7017
126611,176,Directing,2,Director,James Wan,2127
126685,1677,Directing,0,Director,Taylor Hackford,18596
126728,10740,Directing,2,Director,Jonathan Glazer,66728
126782,9806,Directing,2,Director,Brad Bird,7087
126830,19614,Directing,2,Director,Patrick Paulson,84934
126837,12777,Directing,2,Director,Thomas Vinterberg,4453
126842,47959,Directing,2,Director,Franco Zeffirelli,24657
126848,5255,Directing,2,Director,Robert Zemeckis,24
126999,11184,Directing,2,Director,Bill Condon,15557
127023,11249,Directing,2,Director,Don Mancini,65677
127034,10589,Directing,2,Director,Brett Ratner,11091
127072,9801,Directing,1,Director,Beeban Kidron,20237
127136,866,Directing,2,Director,Marc Forster,12995
127147,4251,Directing,2,Director,Yash Chopra,35770
127180,2059,Directing,2,Director,Jon Turteltaub,12962
127290,140,Directing,2,Director,Pedro Almodóvar,309
127306,11836,Directing,2,Director,Stephen Hillenburg,70651
127332,17818,Directing,2,Director,Raoul Walsh,8823
127336,17818,Directing,2,Director,Robert Florey,29808
127339,17818,Directing,2,Director,David Butler,76381
127354,1966,Directing,2,Director,Oliver Stone,1152
127521,13673,Directing,0,Director,Joe Roth,18311
127525,174787,Directing,2,Director,Robert Stone,209972
127527,26347,Directing,2,Director,Jean-Luc Godard,3776
127535,2288,Directing,2,Director,Mike Nichols,5342
127577,15397,Directing,2,Director,Paul Feig,116805
127580,9550,Directing,2,Director,Zhang Yimou,607
