,id_movie,id,name
23759,84084,10402,Music
23760,84087,18,Drama
23761,84087,10749,Romance
23762,7453,12,Adventure
23763,7453,35,Comedy
23764,7453,10751,Family
23765,7453,878,Science Fiction
23766,15961,53,Thriller
23767,6183,10749,Romance
23768,6183,35,Comedy
23769,6183,18,Drama
23770,8220,18,Drama
23771,8220,35,Comedy
23772,35170,18,Drama
23773,35170,28,Action
23774,35170,10769,Foreign
23775,20187,28,Action
23776,20187,12,Adventure
23777,20187,80,Crime
23778,20187,18,Drama
23779,20187,9648,Mystery
23780,20187,53,Thriller
23781,38151,35,Comedy
23782,38151,10749,Romance
23783,20628,28,Action
23784,20628,35,Comedy
23785,20628,37,Western
23786,43003,99,Documentary
23787,16250,18,Drama
23788,16250,10749,Romance
23789,16250,10770,TV Movie
23790,16250,37,Western
23791,10065,27,Horror
23792,10065,53,Thriller
23793,10065,18,Drama
23794,30863,16,Animation
23795,30863,35,Comedy
23796,30863,878,Science Fiction
23797,49920,18,Drama
23798,49920,10751,Family
23799,31065,18,Drama
23800,31065,10752,War
23801,31065,28,Action
23802,31065,12,Adventure
23803,22033,27,Horror
23804,37992,80,Crime
23805,37992,18,Drama
23806,32850,18,Drama
23807,32850,53,Thriller
23808,68883,18,Drama
23809,68883,14,Fantasy
23810,68883,10749,Romance
23811,68883,878,Science Fiction
23812,43379,18,Drama
23813,43379,14,Fantasy
23814,43379,35,Comedy
23815,9393,18,Drama
23816,16972,37,Western
23817,16972,35,Comedy
23818,21325,18,Drama
23819,21325,14,Fantasy
23820,21325,27,Horror
23821,13409,28,Action
23822,13409,12,Adventure
23823,13409,80,Crime
23824,13409,18,Drama
23825,14287,99,Documentary
23826,24363,35,Comedy
23827,24363,18,Drama
23828,13073,35,Comedy
23829,13073,18,Drama
23830,35384,35,Comedy
23831,35384,10751,Family
23832,113178,35,Comedy
23833,113178,10749,Romance
23834,8976,35,Comedy
23835,27360,35,Comedy
23836,27360,80,Crime
23837,29078,18,Drama
23838,38717,28,Action
23839,38717,12,Adventure
23840,38717,18,Drama
23841,13020,99,Documentary
23842,11679,28,Action
23843,11679,12,Adventure
23844,11679,80,Crime
23845,11679,18,Drama
23846,11679,9648,Mystery
23847,11679,53,Thriller
23848,1495,18,Drama
23849,1495,28,Action
23850,1495,12,Adventure
23851,1495,36,History
23852,1495,10752,War
23853,10066,27,Horror
23854,1640,18,Drama
23855,67445,35,Comedy
23856,11171,18,Drama
23857,14750,35,Comedy
23858,14750,10749,Romance
23859,43260,28,Action
23860,43260,37,Western
23861,11799,12,Adventure
23862,11799,35,Comedy
23863,53116,18,Drama
23864,53116,10749,Romance
23865,53116,53,Thriller
23866,24444,12,Adventure
23867,24444,28,Action
23868,24444,18,Drama
23869,83995,18,Drama
23870,42626,18,Drama
23871,42626,36,History
23872,42626,10402,Music
23873,42626,10749,Romance
23874,43881,10402,Music
23875,43881,18,Drama
23876,43881,10749,Romance
23877,46594,18,Drama
23878,43344,53,Thriller
23879,43344,18,Drama
23880,43344,10749,Romance
23881,26614,18,Drama
23882,133750,18,Drama
23883,16902,18,Drama
23884,16902,10749,Romance
23885,41131,18,Drama
23886,41131,10752,War
23887,31414,18,Drama
23888,40730,35,Comedy
23889,40730,18,Drama
23890,40730,14,Fantasy
23891,15318,35,Comedy
23892,15318,18,Drama
23893,13384,18,Drama
23894,48993,35,Comedy
23895,48993,18,Drama
23896,48993,10751,Family
23897,9463,16,Animation
23898,9463,14,Fantasy
23899,9463,27,Horror
23900,13163,35,Comedy
23901,13163,10749,Romance
23902,26810,18,Drama
23903,20625,35,Comedy
23904,1566,18,Drama
23905,1566,36,History
23906,1566,10752,War
23907,21997,10770,TV Movie
23908,21997,53,Thriller
23909,21997,18,Drama
23910,21997,36,History
23911,21997,10749,Romance
23912,30624,18,Drama
23913,30624,28,Action
23914,30624,53,Thriller
23915,30624,10749,Romance
23916,44658,35,Comedy
23917,44658,18,Drama
23918,44658,10749,Romance
23919,48130,35,Comedy
23920,48130,18,Drama
23921,48130,10749,Romance
23922,27233,35,Comedy
23923,27233,18,Drama
23924,41386,10402,Music
23925,41386,99,Documentary
23926,24078,18,Drama
23927,43271,35,Comedy
23928,43271,9648,Mystery
23929,43271,10749,Romance
23930,26541,53,Thriller
23931,26541,18,Drama
23932,63066,35,Comedy
23933,63066,18,Drama
23934,37720,18,Drama
23935,18050,18,Drama
23936,155325,18,Drama
23937,31819,35,Comedy
23938,14672,35,Comedy
23939,11628,35,Comedy
23940,11628,18,Drama
23941,10913,35,Comedy
23942,10913,80,Crime
23943,10913,18,Drama
23944,10913,10749,Romance
23945,11605,80,Crime
23946,11605,9648,Mystery
23947,16976,80,Crime
23948,16976,35,Comedy
23949,16976,18,Drama
23950,16976,12,Adventure
23951,38643,99,Documentary
23952,10027,28,Action
23953,10027,80,Crime
23954,2444,18,Drama
23955,43429,18,Drama
23956,43429,10769,Foreign
23957,19413,35,Comedy
23958,19413,18,Drama
23959,11139,35,Comedy
23960,11139,18,Drama
23961,10837,12,Adventure
23962,10837,16,Animation
23963,10837,10751,Family
23964,10837,35,Comedy
23965,10837,14,Fantasy
23966,32610,18,Drama
23967,32610,35,Comedy
23968,32610,10402,Music
23969,1279,18,Drama
23970,1895,878,Science Fiction
23971,1895,12,Adventure
23972,1895,28,Action
23973,9981,10749,Romance
23974,9981,35,Comedy
23975,9981,10751,Family
23976,4379,10749,Romance
23977,4379,35,Comedy
23978,31200,18,Drama
23979,31200,9648,Mystery
23980,31200,53,Thriller
23981,37215,10749,Romance
23982,37215,18,Drama
23983,37215,14,Fantasy
23984,56946,18,Drama
23985,56946,35,Comedy
23986,56946,10749,Romance
23987,56946,10769,Foreign
23988,11019,99,Documentary
23989,28423,10749,Romance
23990,28423,878,Science Fiction
23991,28423,35,Comedy
23992,14694,28,Action
23993,14694,12,Adventure
23994,14694,18,Drama
23995,20271,35,Comedy
23996,29872,35,Comedy
23997,29872,10402,Music
23998,29872,10749,Romance
23999,85014,28,Action
24000,85014,35,Comedy
24001,85014,14,Fantasy
24002,34856,28,Action
24003,34856,10769,Foreign
24004,34856,53,Thriller
24005,46112,35,Comedy
24006,46112,10749,Romance
24007,27,18,Drama
24008,27,10402,Music
24009,27,10749,Romance
24010,16373,18,Drama
24011,16373,14,Fantasy
24012,16373,27,Horror
24013,16373,9648,Mystery
24014,25649,18,Drama
24015,25649,53,Thriller
24016,25649,10749,Romance
24017,19398,18,Drama
24018,19398,35,Comedy
24019,100605,36,History
24020,100605,10752,War
24021,100605,28,Action
24022,43506,28,Action
24023,43506,18,Drama
24024,43506,10752,War
24025,953,10751,Family
24026,953,16,Animation
24027,16605,18,Drama
24028,16605,10749,Romance
24029,42268,18,Drama
24030,42268,28,Action
24031,42268,35,Comedy
24032,42268,80,Crime
24033,13064,28,Action
24034,13064,12,Adventure
24035,13064,35,Comedy
24036,14358,99,Documentary
24037,14358,10751,Family
24038,26825,99,Documentary
24039,12700,27,Horror
24040,12700,53,Thriller
24041,9291,35,Comedy
24042,9291,18,Drama
24043,19316,35,Comedy
24044,19316,10749,Romance
24045,34309,28,Action
24046,34309,53,Thriller
24047,921,10749,Romance
24048,921,18,Drama
24049,921,36,History
24050,9779,18,Drama
24051,9779,35,Comedy
24052,9787,18,Drama
24053,16932,35,Comedy
24054,16932,10749,Romance
24055,23825,28,Action
24056,23825,99,Documentary
24057,23825,10402,Music
24058,787,28,Action
24059,787,35,Comedy
24060,787,18,Drama
24061,787,53,Thriller
24062,14199,12,Adventure
24063,14199,10751,Family
24064,14199,878,Science Fiction
24065,10226,27,Horror
24066,10226,53,Thriller
24067,10226,9648,Mystery
24068,21295,35,Comedy
24069,20651,18,Drama
24070,20651,10749,Romance
24071,20651,10769,Foreign
24072,56321,18,Drama
24073,9528,18,Drama
24074,9528,10749,Romance
24075,12109,18,Drama
24076,12109,35,Comedy
24077,12109,10402,Music
24078,47945,28,Action
24079,47945,18,Drama
24080,47945,10749,Romance
24081,47945,878,Science Fiction
24082,47945,10770,TV Movie
24083,13935,18,Drama
24084,13935,10752,War
24085,20941,18,Drama
24086,20941,10752,War
24087,18289,27,Horror
24088,18289,878,Science Fiction
24089,43471,18,Drama
24090,43471,10749,Romance
24091,65579,18,Drama
24092,65579,10749,Romance
24093,3011,35,Comedy
24094,13589,35,Comedy
24095,11620,18,Drama
24096,11620,36,History
24097,11620,10749,Romance
24098,43354,10749,Romance
24099,43354,35,Comedy
24100,43354,18,Drama
24101,272,28,Action
24102,272,80,Crime
24103,272,18,Drama
24104,5845,28,Action
24105,5845,27,Horror
24106,15767,28,Action
24107,15767,12,Adventure
24108,15767,878,Science Fiction
24109,15767,14,Fantasy
24110,15767,53,Thriller
24111,44524,10749,Romance
24112,44524,18,Drama
24113,44524,35,Comedy
24114,15648,35,Comedy
24115,15648,18,Drama
24116,15648,10751,Family
24117,15648,10749,Romance
24118,9709,18,Drama
24119,9709,53,Thriller
24120,9709,10749,Romance
24121,29080,18,Drama
24122,29080,10749,Romance
24123,10274,53,Thriller
24124,10274,80,Crime
24125,10274,18,Drama
24126,45881,10749,Romance
24127,45881,18,Drama
24128,25248,35,Comedy
24129,25248,18,Drama
24130,11451,35,Comedy
24131,11451,10751,Family
24132,11451,12,Adventure
24133,11451,14,Fantasy
24134,11451,10749,Romance
24135,25312,18,Drama
24136,25312,10749,Romance
24137,11683,27,Horror
24138,9722,35,Comedy
24139,9722,14,Fantasy
24140,9722,10749,Romance
24141,2287,99,Documentary
24142,18497,12,Adventure
24143,18497,18,Drama
24144,47924,35,Comedy
24145,47924,99,Documentary
24146,43888,18,Drama
24147,43888,10749,Romance
24148,2994,28,Action
24149,2994,35,Comedy
24150,2994,80,Crime
24151,76094,28,Action
24152,76094,10749,Romance
24153,1382,35,Comedy
24154,1382,18,Drama
24155,9534,53,Thriller
24156,9534,35,Comedy
24157,9534,80,Crime
24158,33908,27,Horror
24159,14653,18,Drama
24160,14653,35,Comedy
24161,14653,10749,Romance
24162,9976,27,Horror
24163,9976,10749,Romance
24164,9976,35,Comedy
24165,276,18,Drama
24166,276,35,Comedy
24167,28000,18,Drama
24168,38731,18,Drama
24169,38731,10749,Romance
24170,38731,35,Comedy
24171,25876,18,Drama
24172,25876,28,Action
24173,25876,53,Thriller
24174,25876,80,Crime
24175,93775,18,Drama
24176,25426,28,Action
24177,25426,12,Adventure
24178,25426,53,Thriller
24179,38046,28,Action
24180,38046,878,Science Fiction
24181,24703,99,Documentary
24182,2151,35,Comedy
24183,2151,27,Horror
24184,2151,878,Science Fiction
24185,42491,28,Action
24186,42491,18,Drama
24187,42491,37,Western
24188,102841,35,Comedy
24189,42488,18,Drama
24190,42488,37,Western
24191,120747,12,Adventure
24192,120747,18,Drama
24193,26323,80,Crime
24194,26323,18,Drama
24195,12574,28,Action
24196,12574,35,Comedy
24197,12574,10751,Family
24198,115565,18,Drama
24199,115565,80,Crime
24200,115565,9648,Mystery
24201,115565,53,Thriller
24202,22968,10749,Romance
24203,22968,35,Comedy
24204,31901,28,Action
24205,31901,35,Comedy
24206,31901,10749,Romance
24207,50536,18,Drama
24208,15719,53,Thriller
24209,28455,53,Thriller
24210,15938,35,Comedy
24211,2095,53,Thriller
24212,2095,28,Action
24213,18503,35,Comedy
24214,18503,18,Drama
24215,20914,35,Comedy
24216,22553,35,Comedy
24217,22553,10402,Music
24218,26762,80,Crime
24219,26762,18,Drama
24220,34308,18,Drama
24221,43809,10402,Music
24222,43809,10749,Romance
24223,11588,53,Thriller
24224,11588,9648,Mystery
24225,11588,878,Science Fiction
24226,74,12,Adventure
24227,74,53,Thriller
24228,74,878,Science Fiction
24229,16659,18,Drama
24230,16659,10749,Romance
24231,39464,878,Science Fiction
24232,39464,18,Drama
24233,39464,27,Horror
24234,28270,28,Action
24235,28270,35,Comedy
24236,28270,80,Crime
24237,4889,53,Thriller
24238,1667,99,Documentary
24239,1667,10751,Family
24240,78293,80,Crime
24241,78293,18,Drama
24242,78293,10749,Romance
24243,78293,53,Thriller
24244,100196,35,Comedy
24245,100196,18,Drama
24246,100196,10749,Romance
24247,13014,99,Documentary
24248,13014,18,Drama
24249,18257,28,Action
24250,18257,35,Comedy
24251,7233,35,Comedy
24252,7233,10751,Family
24253,78344,35,Comedy
24254,78344,18,Drama
24255,73376,18,Drama
24256,73376,10752,War
24257,73376,36,History
24258,73376,10749,Romance
24259,9009,18,Drama
24260,9009,27,Horror
24261,9009,53,Thriller
24262,1553,18,Drama
24263,1553,53,Thriller
24264,9738,28,Action
24265,9738,12,Adventure
24266,9738,14,Fantasy
24267,9738,878,Science Fiction
24268,14278,99,Documentary
24269,55650,10402,Music
24270,55650,18,Drama
24271,125360,10749,Romance
24272,125360,18,Drama
24273,9522,35,Comedy
24274,9522,10749,Romance
24275,14922,35,Comedy
24276,14922,18,Drama
24277,14922,10749,Romance
24278,77593,10751,Family
24279,77593,35,Comedy
24280,77593,878,Science Fiction
24281,17599,36,History
24282,17599,18,Drama
24283,17599,53,Thriller
24284,28706,35,Comedy
24285,28706,18,Drama
24286,48232,35,Comedy
24287,48232,10751,Family
24288,48232,53,Thriller
24289,26654,53,Thriller
24290,1826,35,Comedy
24291,1826,18,Drama
24292,1826,10749,Romance
24293,54858,28,Action
24294,54858,10769,Foreign
24295,43100,10752,War
24296,43100,18,Drama
24297,36484,35,Comedy
24298,36484,18,Drama
24299,21886,18,Drama
24300,21886,878,Science Fiction
24301,84079,18,Drama
24302,84079,10752,War
24303,84079,10749,Romance
24304,43367,12,Adventure
24305,43367,37,Western
24306,21115,28,Action
24307,21115,18,Drama
24308,36401,10752,War
24309,36401,18,Drama
24310,36401,10749,Romance
24311,38530,18,Drama
24312,38516,18,Drama
24313,38516,10769,Foreign
24314,14646,35,Comedy
24315,10476,18,Drama
24316,11309,27,Horror
24317,11309,878,Science Fiction
24318,11309,53,Thriller
24319,34012,28,Action
24320,21366,9648,Mystery
24321,21366,18,Drama
24322,21366,53,Thriller
24323,31063,35,Comedy
24324,33693,18,Drama
24325,33693,35,Comedy
24326,1635,28,Action
24327,1635,53,Thriller
24328,1635,878,Science Fiction
24329,1635,12,Adventure
24330,13341,35,Comedy
24331,13341,10751,Family
24332,1696,18,Drama
24333,1696,27,Horror
24334,1696,80,Crime
24335,1665,18,Drama
24336,9775,18,Drama
24337,9775,35,Comedy
24338,9775,53,Thriller
24339,11459,12,Adventure
24340,11459,35,Comedy
24341,11459,10751,Family
24342,10048,28,Action
24343,11648,10749,Romance
24344,11648,35,Comedy
24345,15258,35,Comedy
24346,15258,99,Documentary
24347,123049,18,Drama
24348,42719,18,Drama
24349,42719,35,Comedy
24350,42719,10749,Romance
24351,41776,18,Drama
24352,72899,18,Drama
24353,72899,10402,Music
24354,57866,35,Comedy
24355,57866,10749,Romance
24356,10542,35,Comedy
24357,12497,35,Comedy
24358,12497,18,Drama
24359,5237,27,Horror
24360,5237,9648,Mystery
24361,5237,53,Thriller
24362,32242,9648,Mystery
24363,32242,10769,Foreign
24364,32242,27,Horror
24365,32242,53,Thriller
24366,37632,12,Adventure
24367,37632,18,Drama
24368,37632,28,Action
24369,37632,35,Comedy
24370,37632,53,Thriller
24371,16320,878,Science Fiction
24372,16320,28,Action
24373,16320,12,Adventure
24374,16320,53,Thriller
24375,19112,99,Documentary
24376,37640,10402,Music
24377,37640,99,Documentary
24378,193661,35,Comedy
24379,193661,18,Drama
24380,12259,28,Action
24381,308,35,Comedy
24382,308,18,Drama
24383,308,9648,Mystery
24384,308,10749,Romance
24385,25074,80,Crime
24386,25074,28,Action
24387,25074,35,Comedy
24388,25074,18,Drama
24389,26935,18,Drama
24390,26935,10749,Romance
24391,5319,18,Drama
24392,5319,10749,Romance
24393,27449,18,Drama
24394,27449,10749,Romance
24395,85783,18,Drama
24396,39946,18,Drama
24397,54139,18,Drama
24398,54139,53,Thriller
24399,26579,18,Drama
24400,40254,27,Horror
24401,18882,28,Action
24402,18882,27,Horror
24403,18882,878,Science Fiction
24404,42689,27,Horror
24405,42689,9648,Mystery
24406,42689,53,Thriller
24407,6519,28,Action
24408,6519,12,Adventure
24409,6519,35,Comedy
24410,13919,35,Comedy
24411,13919,18,Drama
24412,25956,18,Drama
24413,25956,28,Action
24414,25956,53,Thriller
24415,25956,80,Crime
24416,25956,10769,Foreign
24417,1444,35,Comedy
24418,1444,18,Drama
24419,11453,35,Comedy
24420,9913,18,Drama
24421,9913,27,Horror
24422,9913,9648,Mystery
24423,9913,53,Thriller
24424,8292,28,Action
24425,8292,80,Crime
24426,13922,28,Action
24427,13922,36,History
24428,13922,10752,War
24429,24461,18,Drama
24430,24461,53,Thriller
24431,24461,10749,Romance
24432,14166,35,Comedy
24433,14166,18,Drama
24434,501,99,Documentary
24435,31542,18,Drama
24436,31542,36,History
24437,28201,35,Comedy
24438,28201,18,Drama
24439,28201,10749,Romance
24440,28201,10770,TV Movie
24441,18165,18,Drama
24442,18165,53,Thriller
24443,27292,28,Action
24444,27292,80,Crime
24445,27292,18,Drama
24446,57103,18,Drama
24447,57103,10749,Romance
24448,37204,35,Comedy
24449,37204,10751,Family
24450,41279,28,Action
24451,41279,35,Comedy
24452,41279,878,Science Fiction
24453,32051,27,Horror
24454,32051,28,Action
24455,32051,53,Thriller
24456,37284,27,Horror
24457,37254,27,Horror
24458,18976,10752,War
24459,18976,28,Action
24460,18976,12,Adventure
24461,18976,18,Drama
24462,18976,36,History
24463,18976,10749,Romance
24464,42741,80,Crime
24465,42741,28,Action
24466,42741,18,Drama
24467,17110,878,Science Fiction
24468,25975,99,Documentary
24469,17824,35,Comedy
24470,11328,80,Crime
24471,11328,18,Drama
24472,11328,53,Thriller
24473,108348,18,Drama
24474,108348,36,History
24475,108348,10749,Romance
24476,15907,12,Adventure
24477,15907,18,Drama
24478,15907,10751,Family
24479,68850,18,Drama
24480,68850,10752,War
24481,46825,80,Crime
24482,46825,18,Drama
24483,46825,10749,Romance
24484,22965,35,Comedy
24485,22965,80,Crime
24486,22965,9648,Mystery
24487,22965,53,Thriller
24488,11848,16,Animation
24489,11848,35,Comedy
24490,11848,18,Drama
24491,34921,10752,War
24492,34921,99,Documentary
24493,37270,35,Comedy
24494,37270,10749,Romance
24495,27217,18,Drama
24496,27217,10769,Foreign
24497,25199,10749,Romance
24498,25199,14,Fantasy
24499,25199,35,Comedy
24500,25199,10751,Family
24501,53857,10749,Romance
24502,53857,35,Comedy
24503,53857,18,Drama
24504,306323,18,Drama
24505,52660,35,Comedy
24506,52660,9648,Mystery
24507,52660,10770,TV Movie
24508,52660,27,Horror
24509,52660,14,Fantasy
24510,85420,35,Comedy
24511,43313,35,Comedy
24512,12147,18,Drama
24513,31977,18,Drama
24514,6957,35,Comedy
24515,6957,10749,Romance
24516,1917,53,Thriller
24517,79684,12,Adventure
24518,79684,10749,Romance
24519,16764,9648,Mystery
24520,16764,27,Horror
24521,16764,53,Thriller
24522,11460,27,Horror
24523,11460,53,Thriller
24524,33459,18,Drama
24525,33459,53,Thriller
24526,33459,27,Horror
24527,14674,28,Action
24528,14674,37,Western
24529,14134,18,Drama
24530,19404,35,Comedy
24531,19404,18,Drama
24532,19404,10749,Romance
24533,42034,18,Drama
24534,42034,14,Fantasy
24535,35304,18,Drama
24536,94529,9648,Mystery
24537,94529,10749,Romance
24538,94529,18,Drama
24539,445,9648,Mystery
24540,445,18,Drama
24541,445,53,Thriller
24542,74840,18,Drama
24543,9564,10751,Family
24544,9564,12,Adventure
24545,9564,35,Comedy
24546,9564,14,Fantasy
24547,102081,18,Drama
24548,102081,10749,Romance
24549,102081,10752,War
24550,21290,12,Adventure
24551,21290,16,Animation
24552,21290,18,Drama
24553,21290,14,Fantasy
24554,20874,35,Comedy
24555,20874,18,Drama
24556,20874,878,Science Fiction
24557,37185,18,Drama
24558,37185,10749,Romance
24559,17186,28,Action
24560,17186,12,Adventure
24561,17186,18,Drama
24562,17186,10749,Romance
24563,14175,16,Animation
24564,14175,10751,Family
24565,14175,12,Adventure
24566,4442,12,Adventure
24567,4442,14,Fantasy
24568,4442,28,Action
24569,4442,35,Comedy
24570,4442,53,Thriller
24571,59882,35,Comedy
24572,59882,10749,Romance
24573,59882,37,Western
24574,22741,27,Horror
24575,22741,10752,War
24576,44413,18,Drama
24577,44413,10769,Foreign
24578,65513,18,Drama
24579,65513,14,Fantasy
24580,13169,35,Comedy
24581,13169,10749,Romance
24582,9042,28,Action
24583,9042,12,Adventure
24584,9042,27,Horror
24585,9042,53,Thriller
24586,17926,35,Comedy
24587,17926,10749,Romance
24588,15022,35,Comedy
24589,15022,18,Drama
24590,1985,18,Drama
24591,1985,9648,Mystery
24592,1985,53,Thriller
24593,9335,28,Action
24594,9335,53,Thriller
24595,9335,80,Crime
24596,56214,35,Comedy
24597,9007,35,Comedy
24598,9007,14,Fantasy
24599,9007,10749,Romance
24600,9777,18,Drama
24601,9777,9648,Mystery
24602,1830,80,Crime
24603,1830,18,Drama
24604,1830,53,Thriller
24605,7182,27,Horror
24606,7182,53,Thriller
24607,10092,27,Horror
24608,10092,53,Thriller
24609,340,35,Comedy
24610,340,18,Drama
24611,1546,35,Comedy
24612,1546,18,Drama
24613,23703,10751,Family
24614,23703,35,Comedy
24615,23703,18,Drama
24616,47488,27,Horror
24617,15155,18,Drama
24618,15155,10749,Romance
24619,78734,28,Action
24620,78734,18,Drama
24621,51277,18,Drama
24622,51277,10749,Romance
24623,61675,18,Drama
24624,61675,35,Comedy
24625,61675,10749,Romance
24626,59704,18,Drama
24627,59704,10769,Foreign
24628,59704,10749,Romance
24629,65215,35,Comedy
24630,65215,16,Animation
24631,36832,878,Science Fiction
24632,36832,18,Drama
24633,17386,28,Action
24634,17386,80,Crime
24635,17386,18,Drama
24636,17386,53,Thriller
24637,16374,18,Drama
24638,16374,36,History
24639,16374,10752,War
24640,14759,18,Drama
24641,14759,28,Action
24642,14759,35,Comedy
24643,10753,28,Action
24644,10753,80,Crime
24645,10753,53,Thriller
24646,27053,80,Crime
24647,27053,18,Drama
24648,30230,35,Comedy
24649,11636,28,Action
24650,11636,53,Thriller
24651,11636,80,Crime
24652,11636,18,Drama
24653,44407,10749,Romance
24654,44407,18,Drama
24655,44407,36,History
24656,43529,18,Drama
24657,43529,10749,Romance
24658,22575,35,Comedy
24659,22575,37,Western
24660,14286,99,Documentary
24661,14286,18,Drama
24662,14286,36,History
24663,61044,28,Action
24664,61044,35,Comedy
24665,61044,37,Western
24666,1676,10749,Romance
24667,1676,37,Western
24668,27645,14,Fantasy
24669,27645,35,Comedy
24670,27645,99,Documentary
24671,27645,878,Science Fiction
24672,27645,10402,Music
24673,34181,18,Drama
24674,34181,10749,Romance
24675,26259,12,Adventure
24676,26259,28,Action
24677,77744,10749,Romance
24678,77744,18,Drama
24679,8814,12,Adventure
24680,8814,28,Action
24681,8814,27,Horror
24682,9923,28,Action
24683,9923,80,Crime
24684,7553,35,Comedy
24685,8202,28,Action
24686,8202,878,Science Fiction
24687,3118,35,Comedy
24688,3118,10769,Foreign
24689,3118,27,Horror
24690,2125,28,Action
24691,2125,878,Science Fiction
24692,2125,53,Thriller
24693,1947,18,Drama
24694,9074,28,Action
24695,9074,35,Comedy
24696,9074,80,Crime
24697,16133,35,Comedy
24698,16133,18,Drama
24699,16133,27,Horror
24700,16133,9648,Mystery
24701,10319,18,Drama
24702,28001,35,Comedy
24703,49220,18,Drama
24704,17584,80,Crime
24705,17584,18,Drama
24706,42168,10749,Romance
24707,42168,18,Drama
24708,29656,80,Crime
24709,29656,18,Drama
24710,8643,80,Crime
24711,8643,18,Drama
24712,8643,27,Horror
24713,8643,53,Thriller
24714,9315,53,Thriller
24715,9315,18,Drama
24716,9315,9648,Mystery
24717,3933,10749,Romance
24718,3933,14,Fantasy
24719,3933,16,Animation
24720,3933,10402,Music
24721,8923,80,Crime
24722,8923,18,Drama
24723,59,18,Drama
24724,59,53,Thriller
24725,59,80,Crime
24726,257,80,Crime
24727,257,18,Drama
24728,257,10751,Family
24729,15487,18,Drama
24730,15487,10751,Family
24731,398,80,Crime
24732,398,18,Drama
24733,18651,18,Drama
24734,18651,36,History
24735,18651,10402,Music
24736,18651,10749,Romance
24737,30941,28,Action
24738,30941,80,Crime
24739,30941,18,Drama
24740,30941,53,Thriller
24741,10254,80,Crime
24742,10254,28,Action
24743,10254,53,Thriller
24744,647,28,Action
24745,647,12,Adventure
24746,647,16,Animation
24747,647,14,Fantasy
24748,349,35,Comedy
24749,14544,35,Comedy
24750,14544,18,Drama
24751,14544,10751,Family
24752,20668,35,Comedy
24753,20668,18,Drama
24754,20668,10402,Music
24755,11968,28,Action
24756,11968,53,Thriller
24757,11968,12,Adventure
24758,11968,80,Crime
24759,27176,18,Drama
24760,14517,14,Fantasy
24761,88286,18,Drama
24762,33623,18,Drama
24763,33623,9648,Mystery
24764,31227,18,Drama
24765,120515,18,Drama
24766,36909,28,Action
24767,36909,18,Drama
24768,36909,80,Crime
24769,56518,36,History
24770,56518,18,Drama
24771,17209,27,Horror
24772,17209,53,Thriller
24773,10087,18,Drama
24774,11627,14,Fantasy
24775,11627,35,Comedy
24776,34870,18,Drama
24777,533,12,Adventure
24778,533,16,Animation
24779,533,35,Comedy
24780,533,10751,Family
24781,10703,28,Action
24782,10703,18,Drama
24783,5236,28,Action
24784,5236,35,Comedy
24785,5236,80,Crime
24786,5236,9648,Mystery
24787,32237,27,Horror
24788,11344,28,Action
24789,11344,18,Drama
24790,11344,80,Crime
24791,9060,27,Horror
24792,31056,18,Drama
24793,31056,10749,Romance
24794,43807,18,Drama
24795,43807,10749,Romance
24796,14788,18,Drama
24797,14788,80,Crime
24798,14788,9648,Mystery
24799,5471,28,Action
24800,5471,12,Adventure
24801,5471,18,Drama
24802,5471,14,Fantasy
24803,19082,99,Documentary
24804,19082,10402,Music
24805,46315,14,Fantasy
24806,46315,12,Adventure
24807,46315,18,Drama
24808,45799,18,Drama
24809,36498,35,Comedy
24810,36498,10752,War
24811,9763,18,Drama
24812,30082,18,Drama
24813,30082,10749,Romance
24814,56475,99,Documentary
24815,56475,10402,Music
24816,24019,18,Drama
24817,24019,14,Fantasy
24818,15058,18,Drama
24819,10017,10749,Romance
24820,10017,878,Science Fiction
24821,10017,27,Horror
24822,10017,28,Action
24823,10017,80,Crime
24824,10475,35,Comedy
24825,10475,18,Drama
24826,10475,10749,Romance
24827,1559,9648,Mystery
24828,1559,35,Comedy
24829,1559,18,Drama
24830,20674,10770,TV Movie
24831,20674,28,Action
24832,20674,18,Drama
24833,20674,53,Thriller
24834,3527,18,Drama
24835,3527,10402,Music
24836,27974,80,Crime
24837,27974,18,Drama
24838,27974,53,Thriller
24839,11931,35,Comedy
24840,11931,18,Drama
24841,11931,10749,Romance
24842,32990,18,Drama
24843,17010,35,Comedy
24844,27759,28,Action
24845,27759,18,Drama
24846,27759,36,History
24847,21838,35,Comedy
24848,21838,27,Horror
24849,12612,53,Thriller
24850,12612,18,Drama
24851,12612,80,Crime
24852,26513,18,Drama
24853,26513,53,Thriller
24854,43110,35,Comedy
24855,43110,10749,Romance
24856,10707,35,Comedy
24857,10707,18,Drama
24858,9910,35,Comedy
24859,9910,80,Crime
24860,9910,18,Drama
24861,9910,53,Thriller
24862,38583,10749,Romance
24863,38583,18,Drama
24864,38583,53,Thriller
24865,77468,10749,Romance
24866,77468,18,Drama
24867,15493,878,Science Fiction
24868,15493,28,Action
24869,15493,35,Comedy
24870,53864,18,Drama
24871,53864,9648,Mystery
24872,53864,10749,Romance
24873,142,18,Drama
24874,142,10749,Romance
24875,56778,99,Documentary
24876,9621,35,Comedy
24877,9621,18,Drama
24878,9621,10749,Romance
24879,9701,18,Drama
24880,45899,10751,Family
24881,45899,18,Drama
24882,45899,10749,Romance
24883,3291,18,Drama
24884,3291,36,History
