,id_movie,name,id
18569,16250,Alpine Medien Productions,3693
18570,16250,Hallmark Entertainment,4056
18571,10065,Platinum Dunes,2481
18572,10065,Dimension Films,7405
18573,10065,Metro-Goldwyn-Mayer (MGM),8411
18574,10065,Radar Pictures,14718
18575,30863,Plymptoons,4660
18576,49920,Manifesto Films,17171
18577,49920,Roar Productions,17172
18578,22033,American International Pictures (AIP),9266
18579,37992,Universal Pictures,33
18580,32850,Metro-Goldwyn-Mayer (MGM),8411
18581,68883,Golden Harvest Company,2521
18582,68883,Golden Way Films Ltd.,3054
18583,43379,Produzioni De Sica,1875
18584,43379,Ente Nazionale Industrie Cinematografiche (ENIC),12663
18585,9393,Constantin Film,47
18586,9393,Seven Pictures,1107
18587,9393,Olga Film GmbH,7930
18588,16972,Warner Bros.,6194
18589,21325,Toho Company,882
18590,14287,NBA Entertainment,4396
18591,24363,Tribeca Productions,11391
18592,24363,Bob Yari Productions,12260
18593,24363,Southpaw Entertainment,30131
18594,24363,Jeff Skoll Productions,38771
18595,35384,Stonehaven Media,5546
18596,35384,Pure Entertainment,95187
18597,8976,Mile High Productions,2976
18598,8976,Kevin Messick Productions,2977
18599,8976,Touchstone Pictures,9195
18600,8976,Beacon Pictures,10157
18601,29078,Bristol Bay Productions,2233
18602,29078,Baldwin Entertainment Group,2234
18603,29078,Crusader Entertainment,2978
18604,29078,Independent Film Channel,4059
18605,29078,Peter Newman/Interal,23359
18606,13020,2929 Productions,846
18607,11679,Original Film,333
18608,11679,Columbia Pictures Corporation,441
18609,11679,Revolution Studios,497
18610,1495,Studio Babelsberg,264
18611,1495,Twentieth Century Fox Film Corporation,306
18612,1495,Scott Free Productions,1645
18613,1495,Kanzaman,4169
18614,1495,Dune Films,19477
18615,1495,BK,19478
18616,1495,KOH,19479
18617,1495,Reino del Cielo,19480
18618,1495,Inside Track 3,19482
18619,1495,Calle Cruzada,19483
18620,10066,Village Roadshow Pictures,79
18621,10066,Dark Castle Entertainment,1786
18622,10066,Warner Bros.,6194
18623,1640,Lionsgate,1632
18624,1640,Blackfriars Bridge Films,2087
18625,1640,Yari Film Group,2448
18626,1640,Bob Yari Productions,12260
18627,1640,ApolloProScreen Filmproduktion,19528
18628,1640,Bull's Eye Entertainment,25432
18629,1640,DEJ Productions,25433
18630,1640,Harris Company,25434
18631,67445,Brillstein-Grey Entertainment,1606
18632,67445,Gold Circle Films,12026
18633,67445,Dolshor Productions,57337
18634,11171,TLA Releasing,328
18635,11171,Desperate Pictures,1474
18636,11171,Fortissimo Films,1615
18637,11171,Antidote Films,20993
18638,14750,Twentieth Century Fox Film Corporation,306
18639,43260,Columbia Pictures Corporation,441
18640,53116,Bocaboca Producciones S.A.,1936
18641,53116,Aurum Producciones,13785
18642,24444,Golden Harvest Company,2521
18643,24444,Katsu Production Co. Ltd.,3038
18644,24444,Daiei Motion Picture Company,3214
18645,83995,Beaver Films,1319
18646,42626,Universal Pictures,33
18647,42626,Paris Film,7046
18648,42626,Hakim,70430
18649,43881,Metro-Goldwyn-Mayer (MGM),8411
18650,46594,VUFKU,25065
18651,43344,Producciones Tepeyac,41954
18652,26614,Les Établissements Braunberger-Richebé,68167
18653,133750,Films A2,875
18654,133750,Les Films du Triangle,22449
18655,16902,Warner Bros.,6194
18656,41131,Praesens-Film AG,483
18657,41131,Metro-Goldwyn-Mayer (MGM),8411
18658,31414,Von Vietinghoff Filmproduktion,5132
18659,31414,Vega Film,8138
18660,31414,Télévision Suisse-Romande (TSR),8453
18661,31414,Mozgókép Innovációs Társulás és Alapítvány,55475
18662,31414,Magyar Televízió,59873
18663,40730,Metro-Goldwyn-Mayer (MGM),8411
18664,15318,Grasshoppa,39803
18665,15318,Aoi Promotion,39804
18666,13384,Woodfall Film Productions,1980
18667,13384,Kestrel Films Ltd.,27016
18668,48993,Metro-Goldwyn-Mayer (MGM),8411
18669,9463,Movic,3466
18670,13163,Destination Films,769
18671,20625,Paramount Pictures,4
18672,1566,Fono Film,1626
18673,21997,Ventanarosa Productions,689
18674,21997,Metro-Goldwyn-Mayer (MGM),8411
18675,21997,Phoenix Pictures,11317
18676,21997,Showtime Networks,18880
18677,21997,Producciones Amaranta,30766
18678,21997,Barnstorm Films,81876
18679,30624,Twentieth Century Fox Film Corporation,306
18680,44658,RAI Radiotelevisione Italiana,20091
18681,44658,Adriana International Corporation,92853
18682,48130,Braun Entertainment Group,11114
18683,24078,Holedigger Films,2757
18684,43271,Tornasol Films,7680
18685,43271,Madragoa Filmes,11143
18686,43271,Messidor Films,14245
18687,43271,EMC Assets,67333
18688,63066,Ctrl Z Films,67853
18689,63066,Taxi Films,74901
18690,63066,Imágenes,93535
18691,18050,Twentieth Century Fox Film Corporation,306
18692,155325,Lise Lense-Møller Film,48708
18693,155325,Studio Filmowe Tor,73037
18694,155325,Trans Europe Film,76499
18695,31819,Lone Star Production,4114
18696,14672,A Million Monkeys,2944
18697,14672,Melbourne Film Office,2945
18698,14672,Molloy Boy Productions,2946
18699,14672,Showtime Australia,2948
18700,11628,Wüste Filmproduktion,204
18701,11628,Wüste Film West GmbH,23153
18702,10913,Zentropa Entertainments,76
18703,10913,Nimbus Film Productions,11672
18704,10913,Lucky Punch,43271
18705,10027,Canal Plus,104
18706,10027,Current Entertainment,972
18707,10027,Clubdeal,2748
18708,10027,TF1 Films Production,3823
18709,10027,EuropaCorp,6896
18710,10027,Qian Yian International,66739
18711,10027,Danny the Dog Prods Ltd.,66740
18712,43429,Televisión Española (TVE),6639
18713,43429,Tornasol Films,7680
18714,43429,Canal+ España,9335
18715,43429,A.V.H. San Luis,30289
18716,43429,Adolfo Aristarain,30290
18717,19413,Compagnia Cinematografica Champion,10000
18718,11139,Alliance Films,2514
18719,10837,DisneyToon Studios,5391
18720,32610,Metro-Goldwyn-Mayer (MGM),8411
18721,1279,Kim Ki-Duk Film,684
18722,1895,Lucasfilm,1
18723,9981,Universal Pictures,33
18724,4379,New Line Cinema,12
18725,4379,Spring Creek Productions,705
18726,4379,BenderSpink,6363
18727,4379,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,12067
18728,31200,First Artists,4376
18729,31200,Warner Bros.,6194
18730,31200,Sweetwall,14568
18731,37215,Paramount Pictures,4
18732,56946,Paradise Films,10645
18733,56946,Amka Films Productions,71818
18734,56946,Dulciné Films,81974
18735,11019,BBC Worldwide,3164
18736,11019,BBC Natural History,45786
18737,11019,Greenlight Media AG,45787
18738,28423,Universal Pictures,33
18739,20271,Lux Film,1679
18740,20271,Vides Cinematografica,12111
18741,20271,Galatea Film,12240
18742,29872,RKO Radio Pictures,6
18743,85014,First Films,14104
18744,34856,China Film Co-Production Corporation,2269
18745,34856,China International Entertainment Limited,76810
18746,34856,Astoria Films Distribution Ltd.,76811
18747,27,Revolution Films,163
18748,16373,Paramount Pictures,4
18749,25649,LJ Film,139
18750,25649,Prime Entertainment,12743
18751,19398,Fortissimo Films,1615
18752,19398,Nederlands Fonds voor de Film,4508
18753,19398,Vrijzinnig Protestantse Radio Omroep (VPRO),8659
18754,19398,Stimuleringsfonds Nederlandse Culturele Omroepproducties,30966
18755,19398,Spaghetti Film,53823
18756,19398,Co-Productiefonds Binnenlandse Omroep,53824
18757,43506,Loew's,1460
18758,43506,Metro-Goldwyn-Mayer (MGM),8411
18759,953,DreamWorks SKG,27
18760,953,Pacific Data Images (PDI),520
18761,953,DreamWorks Animation,521
18762,16605,New South Wales Film & Television Office,418
18763,16605,Fortissimo Films,1615
18764,16605,Showtime Australia,2948
18765,16605,Red Carpet Productions,5668
18766,16605,Australian Film Finance Corporation (AFFC),8724
18767,42268,Twentieth Century Fox Film Corporation,306
18768,42268,Elliott Kastner Productions,14391
18769,12700,Morgan Creek Productions,10210
18770,9291,Paramount Pictures,4
18771,9291,Columbia Pictures Corporation,441
18772,9291,MTV Films,746
18773,9291,Happy Madison Productions,2608
18774,9291,Callahan Filmworks,60378
18775,34309,New Line Cinema,12
18776,34309,Ivory Way Productions,5441
18777,921,Miramax Films,14
18778,921,Imagine Entertainment,23
18779,921,Universal Pictures,33
18780,921,Parkway Pictures (I),631
18781,921,Touchstone Pictures,9195
18782,9779,DiNovi Pictures,813
18783,9779,Alcon Entertainment,1088
18784,9779,Alloy Entertainment,10067
18785,9787,Columbia Pictures,5
18786,9787,TriStar Pictures,559
18787,16932,Gimages,148
18788,16932,Canal+,5358
18789,16932,Région Ile-de-France,11246
18790,16932,Les Films Pelléas,12389
18791,16932,France 2 Cinéma,15671
18792,16932,Centre National de la Cinématographie (CNC),18367
18793,16932,Gimages Développement,20366
18794,16932,Glem Production,28400
18795,16932,Tovo Films,28401
18796,23825,9.14 Pictures,4274
18797,23825,A%26E IndieFilms,4275
18798,787,Weed Road Pictures,433
18799,787,Summit Entertainment,491
18800,787,Regency Enterprises,508
18801,787,Epsilon Motion Pictures,1171
18802,787,New Regency Pictures,10104
18803,14199,Troublemaker Studios,10807
18804,10226,Lionsgate,1632
18805,10226,Alexandre Films,2926
18806,10226,EuropaCorp,6896
18807,21295,Paramount Pictures,4
18808,56321,Iblis Films,7005
18809,47945,Home Box Office (HBO),3268
18810,13935,Home Box Office (HBO),3268
18811,13935,Citadel Entertainment,3559
18812,20941,A Band Apart,59
18813,20941,Lawrence Bender Productions,2253
18814,20941,Altavista Films,5084
18815,20941,MUVI Films,28334
18816,20941,Santo Domingo Films,84497
18817,20941,Organización Santo Domingo,84498
18818,18289,Toho Film (Eiga) Co. Ltd.,622
18819,43471,Twentieth Century Fox Film Corporation,306
18820,65579,Granada Television,14063
18821,3011,Columbia Pictures,5
18822,11620,Metro-Goldwyn-Mayer (MGM),8411
18823,43354,London Film Productions,659
18824,43354,British Lion Film Corporation,660
18825,272,DC Comics,429
18826,272,Legendary Pictures,923
18827,272,Warner Bros.,6194
18828,272,DC Entertainment,9993
18829,272,Syncopy,9996
18830,272,Patalex III Productions Limited,19231
18831,15767,Toho Film (Eiga) Co. Ltd.,622
18832,44524,Why Not Productions,729
18833,44524,Rhône-Alpes Cinéma,1666
18834,44524,France 2 Cinéma,15671
18835,44524,Centre National de la Cinématographie (CNC),18367
18836,15648,Universal Pictures,33
18837,29080,Merchant Ivory Productions,2370
18838,10274,Front Street Pictures,3958
18839,25248,Alliance Atlantis Communications,803
18840,25248,Amaze Film + Television,15689
18841,25248,Running Miracles Productions,64570
18842,11451,Walt Disney Pictures,2
18843,11451,Robert Simonds Productions,3929
18844,25312,GreeneStreet Films,2152
18845,25312,UK Film Council,2452
18846,25312,Studio Fierberg,14731
18847,25312,Adventure Pictures,36765
18848,11683,Universal Pictures,33
18849,11683,Atmosphere Entertainment MM,2995
18850,11683,Romero-Grunwald Productions,55518
18851,11683,Exception Wild Bunch,55519
18852,9722,Columbia Pictures Corporation,441
18853,9722,Red Wagon Entertainment,14440
18854,9722,Bewitched,84893
18855,2287,David LaChapelle Studios,1050
18856,2287,HSI Productions,1051
18857,2287,Darkfibre Entertainment Ltd.,1052
18858,2287,Got Films,1053
18859,43888,Pioneer Pictures Corporation,10974
18860,2994,Paramount Pictures,4
18861,2994,Dino de Laurentiis Cinematografica,1216
18862,2994,Marianne Productions,1497
18863,76094,Paramount Pictures,4
18864,1382,IFC Films,307
18865,9534,Sogecine,692
18866,9534,Digital +,93163
18867,9534,Planet Pictures,93164
18868,33908,Applause Pictures,5346
18869,9976,Intrinsic Value Films,2828
18870,9976,Satan's Little Company LLC,60626
18871,276,Y3 Film,121
18872,276,Coop 99,122
18873,276,Südwestrundfunk,124
18874,276,Arte,201
18875,28000,Metro-Goldwyn-Mayer (MGM),8411
18876,38731,Twentieth Century Fox Film Corporation,306
18877,25876,RKO Radio Pictures,6
18878,93775,Stanley Kramer Productions,893
18879,38046,Gruppo Minerva International,8344
18880,38046,Film Fund Luxembourg,11776
18881,2151,ApolloProScreen,992
18882,42491,Universal Pictures,33
18883,42491,De Haven Productions,1953
18884,42491,The Associates & Aldrich Company,2595
18885,42488,Svensk Filmindustri (SF),6181
18886,120747,Warner Bros.,6194
18887,26323,Warner Bros.,6194
18888,12574,Imagine Entertainment,23
18889,12574,Universal Pictures,33
18890,115565,RainCity Productions,22957
18891,115565,SC Entertainment International,22958
18892,22968,Metro-Goldwyn-Mayer (MGM),8411
18893,31901,Columbia Pictures,5
18894,28455,Touchstone Pictures,9195
18895,15938,RKO Radio Pictures,6
18896,2095,City Heat Productions,1164
18897,2095,Sagg Main Productions,34206
18898,2095,Prufrock Pictures,34207
18899,18503,Pretty Pictures,8875
18900,22553,Metro-Goldwyn-Mayer (MGM),8411
18901,26762,Metro-Goldwyn-Mayer (MGM),8411
18902,34308,Coproducción GB - USA - Francia - Alemania - Italia- Rumanía,61312
18903,43809,Loew's,1460
18904,43809,Metro-Goldwyn-Mayer (MGM),8411
18905,11588,Miramax Films,14
18906,11588,Dimension Films,7405
18907,11588,MDP Worldwide,10828
18908,11588,RCD Productions Ltd.,23628
18909,74,Paramount Pictures,4
18910,74,DreamWorks SKG,27
18911,74,Cruise/Wagner Productions,44
18912,74,Amblin Entertainment,56
18913,16659,New South Wales Film Corp.,14590
18914,16659,Margaret Fink Productions,37553
18915,16659,Greater Union Organisation (GUO),38670
18916,39464,Toho Film (Eiga) Co. Ltd.,622
18917,39464,Toho Company,882
18918,28270,Universal Pictures,33
18919,4889,Lowndes Productions Limited,1802
18920,1667,Wild Bunch,856
18921,1667,Canal+,5358
18922,1667,Buena Vista International Film Production France,7658
18923,1667,Alliance de Production Cinematographique (APC),8661
18924,1667,L'Institut Polare Français Paul-Émile Victor,66329
18925,1667,National Geographic Films,66330
18926,1667,Bonne Pioche,66331
18927,78293,CinéCinéma,6301
18928,78293,Arte France Cinéma,6916
18929,78293,Centre National de la Cinématographie (CNC),18367
18930,78293,Natan Productions,25005
18931,18257,Sequoia Productions,14665
18932,18257,Sequoin Films,16736
18933,7233,Twentieth Century Fox Film Corporation,306
18934,7233,Robert Simonds Productions,3929
18935,7233,Runteldat Entertainment,73956
18936,78344,United King Films,16
18937,78344,Rabinovich Film Fund Cinema Project,24477
18938,73376,Columbia Pictures,5
18939,73376,Kinostudiya ''Mosfilm'',21275
18940,9009,Vertigo Entertainment,829
18941,9009,Touchstone Pictures,9195
18942,9009,Post No Bills Films,49696
18943,9009,Pandemonium Productions,49697
18944,1553,Why Not Productions,729
18945,9738,Twentieth Century Fox Film Corporation,306
18946,9738,1492 Pictures,436
18947,9738,Constantin Film Produktion,5755
18948,9738,Marvel Enterprises,19551
18949,9738,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,26149
18950,14278,Thinkfilm,446
18951,55650,Sveriges Television (SVT),3221
18952,125360,Shooting Gallery,1596
18953,9522,New Line Cinema,12
18954,9522,Tapestry Films,870
18955,9522,Avery Pix,1565
18956,14922,Lions Gate Films,35
18957,77593,Hanna-Barbera Productions,1353
18958,77593,American International Pictures (AIP),9266
18959,17599,Universal Pictures,33
18960,17599,The Filmakers Group,12277
18961,26654,Warner Bros.,6194
18962,1826,StudioCanal,694
18963,1826,TPS Cinéma,884
18964,1826,Lunar Films,2568
18965,1826,Canal+,5358
18966,1826,Ce Qui Me Meut Motion Pictures,10572
18967,1826,France 2 Cinéma,15671
18968,43100,Zebra Films,1664
18969,43100,Société Nouvelle des Établissements Gaumont (SNEG),22396
18970,21886,Theodora Productions,4389
18971,21886,Metro-Goldwyn-Mayer (MGM),8411
18972,84079,Universal International Pictures (UI),10330
18973,43367,RKO Radio Pictures,6
18974,43367,Winchester Pictures Corporation,13987
18975,36401,Canal+,5358
18976,36401,Canal+ Polska,6476
18977,36401,Centre National de la Cinématographie (CNC),18367
18978,38516,TAO Film,473
18979,14646,Le Studio Canal+,183
18980,14646,Téléma Productions,885
18981,14646,France 2 Cinéma,45970
18982,10476,MTV Films,746
18983,11309,Palace Pictures,927
18984,11309,British Screen Productions,12745
18985,11309,Wicked Films,21443
18986,34012,Universal Pictures,33
18987,21366,RKO Radio Pictures,6
18988,21366,Mercury Productions,11447
18989,31063,Universal Pictures,33
18990,31063,StudioCanal,694
18991,31063,Working Title Films,10163
18992,31063,WT2 Productions,10462
18993,1635,DreamWorks SKG,27
18994,1635,Warner Bros.,6194
18995,1635,Parkes/MacDonald Productions,11084
18996,13341,Paramount Pictures,4
18997,1696,Lions Gate Films,35
18998,1696,Cinerenta Medienbeteiligungs KG,995
18999,1696,Firm Films,1838
19000,1696,Cinelamda Internationale Filmproduktionsgesellschaft,45966
19001,1665,HBO Films,7429
19002,1665,Picturehouse Entertainment,11486
19003,1665,Pie Films Inc.,13507
19004,9775,Alta Films,8369
19005,9775,Tesela Producciones Cinematográficas,22505
19006,11459,Walt Disney Pictures,2
19007,11459,Gunn Films,3538
19008,11459,Max Stronghold Productions Inc.,56980
19009,10048,Laura Ziskin Productions,326
19010,10048,Original Film,333
19011,10048,Columbia Pictures Corporation,441
19012,10048,Phoenix Pictures,11317
19013,10048,AFG Talons Productions,19523
19014,11648,Team Todd,598
19015,11648,Warner Bros.,6194
19016,11648,Ubu Productions,46108
19017,15258,Mighty Cheese Productions,3516
19018,123049,Bud Yorkin Productions,57043
19019,42719,Columbia Pictures Corporation,441
19020,42719,Everglades Productions,19877
19021,72899,Russ-Arts,14220
19022,57866,Paramount Pictures,4
19023,10542,Troma Entertainment,3052
19024,12497,Village Roadshow Productions,173
19025,12497,Greek Film Center,7254
19026,12497,FilmNet,18395
19027,5237,Channel Four Films,181
19028,5237,Palace Pictures,927
19029,5237,Shadow Theatre Films,6282
19030,5237,British Screen Productions,12745
19031,37632,777 Films Corporation,3383
19032,16320,Universal Pictures,33
19033,16320,Barry Mendel Productions,17032
19034,193661,Noble Media,13442
19035,12259,United Producers,4470
19036,12259,Ramesh Sippy Entertainment,14516
19037,12259,Sholay Media & Entertainment,67523
19038,12259,Sippy Films,67524
19039,308,Bac Films,208
19040,308,Focus Features,10146
19041,308,Five Roses,22456
19042,25074,Golden Harvest Company,2521
19043,25074,Golden Way Films Ltd.,3054
19044,5319,Bhansali Films,1892
19045,27449,Warner Bros.,6194
19046,85783,Twentieth Century Fox Film Corporation,306
19047,85783,Bert E. Friedlob Productions,3754
19048,39946,Javelin Films,17339
19049,54139,Twentieth Century Fox Film Corporation,306
19050,26579,Wild Bunch,856
19051,26579,Pretty Dangerous Films,2217
19052,26579,Departure Entertainment,2989
19053,26579,Departure Studios,2990
19054,26579,Artist Film,6346
19055,26579,Above All Things Inc,12924
19056,26579,Muse Productions,15231
19057,26579,Metro Tartan Distribution Ltd.,23630
19058,26579,Minerva Picture Company Ltd.,23631
19059,26579,Snowfall Films,23632
19060,18882,Lions Gate Films,35
19061,18882,Artisan Entertainment,2188
19062,18882,Marvel Enterprises,19551
19063,42689,Herman Cohen Productions,14093
19064,6519,Village Roadshow Pictures,79
19065,6519,Gerber Pictures,975
19066,6519,Warner Bros.,6194
19067,6519,WV Films III,12202
19068,13919,Lawrence Bender Productions,2253
19069,13919,El Camino Pictures,2839
19070,13919,Go Fish Pictures,2840
19071,25956,Tres Malandros,91181
19072,11453,Columbia Pictures Corporation,441
19073,11453,Out of the Blue... Entertainment,879
19074,11453,Happy Madison Productions,2608
19075,9913,Universal Pictures,33
19076,9913,MFPV Film,69
19077,9913,Double Feature Films,215
19078,9913,ShadowCatcher Entertainment,12269
19079,9913,Daniel Bobker Productions,12270
19080,9913,Brick Dust Productions LLC,12271
19081,8292,Paramount Pictures,4
19082,8292,Di Bonaventura Pictures,435
19083,13922,Lawrence Bender Productions,2253
19084,13922,Marty Katz Productions,12552
19085,24461,Paramount Classics,2315
19086,24461,Seven Arts Pictures,14159
19087,14166,REN-Mar Studios,8819
19088,14166,Prospect Pictures,8820
19089,501,Discovery Docs,274
19090,31542,Ital-Noleggio Cinematografico,4990
19091,31542,RAI Radiotelevisione Italiana,20091
19092,18165,Nick Stagliano,63714
19093,27292,Cinema Center Films,3070
19094,57103,Twentieth Century Fox Film Corporation,306
19095,41279,Columbia Pictures,5
19096,41279,Normandy Productions,15263
19097,32051,Twentieth Century Fox Film Corporation,306
19098,32051,Saber Productions,14148
19099,37284,Show East,399
19100,37254,Columbia TriStar,177
19101,37254,Home Box Office (HBO),3268
19102,37254,Creature Features Productions LLC,23188
19103,18976,Alphaville Films,11462
19104,18976,USA Cable Network,36821
19105,18976,Attila Productions,36829
19106,18976,Michael R. Joyce Productions,36830
19107,42741,Oceania Produzioni Internazionali Cinematografiche,1798
19108,42741,Euro International Film (EIA),8930
19109,25975,rusty bear entertainment,87986
19110,25975,lucky crow films,87987
19111,17824,TriStar Pictures,559
19112,11328,NWR Film Productions,12413
19113,108348,RKO Radio Pictures,6
19114,15907,John Wells Productions,1512
19115,15907,Pandora Pictures,5329
19116,15907,Gaylord Films,5367
19117,15907,Warner Bros.,6194
19118,68850,Columbia Pictures Corporation,441
19119,68850,Transcontinental Films,1723
19120,68850,Robert Laffont Productions,82035
19121,46825,Pyramide Productions,186
19122,46825,Passion Pictures,11594
19123,46825,France 2 Cinéma,15671
19124,46825,Huit et Demi Productions,22848
19125,46825,Zeal S.r.l.,22849
19126,22965,Monogram Pictures,4395
19127,11848,Halas and Batchelor Cartoon Films,3626
19128,34921,Winterfilm Collective,5498
19129,34921,Vietnam Veterans Against the War,5499
19130,34921,Winterfilm Inc.,5500
19131,25199,United Artists,60
19132,25199,Trans World Entertainment,1969
19133,53857,Metro-Goldwyn-Mayer (MGM),8411
19134,306323,Making Movies,71702
19135,52660,Pacific Western,1280
19136,52660,HBO,6068
19137,52660,HBO Films,7429
19138,85420,ITC Films,76194
19139,43313,Metro-Goldwyn-Mayer (MGM),8411
19140,31977,SLB Films Pvt. Ltd.,3170
19141,31977,Applause Bhansali Productions,34087
19142,31977,Applause Entertainment Ltd.,34088
19143,6957,Universal Pictures,33
19144,6957,Apatow Productions,10105
19145,79684,British National Films,14197
19146,16764,Alpine Pictures,10397
19147,16764,Scary Movies LLC,10398
19148,16764,Toolbox Murders Inc.,74797
19149,16764,Toolbox Films,74798
19150,11460,DreamWorks SKG,27
19151,11460,Craven-Maddalena Films,1600
19152,11460,BenderSpink,6363
19153,33459,Dry County Films,3347
19154,14674,Ashton Productions,11982
19155,14134,Red Chillies Entertainment,2343
19156,14134,Eros International,3653
19157,19404,Yash Raj Films,1569
19158,94529,Twentieth Century Fox Film Corporation,306
19159,445,Les Films du Losange,223
19160,445,Wega Film,224
19161,445,BIM Distribuzione,225
19162,445,Centre National de la Cinématographie,310
19163,445,Filmstiftung Nordrhein-Westfalen,315
19164,445,France 3 Cinéma,591
19165,445,Eurimages,850
19166,445,Bavaria Film,1704
19167,445,Canal+,5358
19168,445,Studio Canal,5870
19169,445,Arte France Cinéma,6916
19170,445,Westdeutscher Rundfunk (WDR),7025
19171,445,Filmfonds Wien,10273
19172,445,ORF Film/Fernseh-Abkommen,11388
19173,445,Österreichisches Filminstitut,11389
19174,74840,Xaloc,2465
19175,74840,Flamenco Films S.A.,7007
19176,74840,Canal+ España,9335
19177,74840,Sogepaq,11955
19178,74840,Creativos Asociados de Radio y Televisión (CARTEL),42542
19179,9564,Cecchi Gori Group Tiger Cinematografica,371
19180,9564,AMLF,1869
19181,9564,Canal+,5358
19182,9564,Bavaria Entertainment,23493
19183,102081,High Road,3066
19184,20874,Mosfilm,5120
19185,37185,Golden Harvest Company,2521
19186,17186,Tag Entertainment,2636
19187,14175,Vanguard Films,614
19188,14175,Scanbox,8992
19189,4442,The Weinstein Company,308
19190,4442,Summit Entertainment,491
19191,4442,Atlas Entertainment,507
19192,4442,Mosaic Media Group,748
19193,4442,Reforma Films,1649
19194,4442,Dimension Films,7405
19195,4442,Metro-Goldwyn-Mayer (MGM),8411
19196,4442,Revolution Sun Studios,76043
19197,59882,Columbia Pictures,5
19198,22741,Monogram Pictures,4395
19199,22741,Banner Productions,14040
19200,44413,R&C Produzioni,19385
19201,44413,Teodora Film,65361
19202,44413,La Pasionaria S.r.l.,67703
19203,65513,Gimages Développement,20366
19204,13169,IFC Films,307
19205,13169,IFC Productions,26468
19206,9042,Lakeshore Entertainment,126
19207,9042,Cinerenta Medienbeteiligungs KG,995
19208,9042,Screen Gems,3287
19209,9042,Cineblue Internationale Filmproduktionsgesellschaft,26032
19210,9042,City Productions,26033
19211,17926,Lakeshore Entertainment,126
19212,17926,Intermedia Films,763
19213,17926,Cinerenta Medienbeteiligungs KG,995
19214,15022,Thats Hollywood,2374
19215,15022,Green Diamond Entertainment,21024
19216,15022,Ten Deeds,21025
19217,15022,Bill Civitella/Todd Zeile Production,21026
19218,1985,Studio Babelsberg,264
19219,1985,Epsilon Motion Pictures,1171
19220,1985,UK Film Council,2452
19221,1985,Scion Films,7419
19222,1985,Focus Features,10146
19223,1985,Blue Sky Films,33680
19224,1985,Potboiler Productions,36615
19225,9335,Twentieth Century Fox Film Corporation,306
19226,9335,Current Entertainment,972
19227,9335,TF1 Films Production,3823
19228,9335,Canal+,5358
19229,9335,TPS Star,6586
19230,9335,EuropaCorp,6896
19231,9335,Sea Side Films Florida Inc.,95342
19232,9007,DreamWorks SKG,27
19233,9007,UIP,135
19234,9007,MacDonald/Parkes Productions,384
19235,9777,Miramax Films,14
19236,9777,Endgame Entertainment,1205
19237,9777,Hart-Sharp Entertainment,11351
19238,1830,Saturn Films,831
19239,1830,Ascendant Pictures,1204
19240,1830,Endgame Entertainment,1205
19241,1830,Entertainment Manufacturing Company,1206
19242,1830,Rising Star,1208
19243,1830,Copag V,21938
19244,7182,Collision Entertainment,2179
19245,7182,Outerbanks Entertainment,2180
19246,7182,Dimension Films,7405
19247,10092,Universal Pictures,33
19248,340,Stillking Films,11345
19249,340,Warner Independent Pictures (WIP),11509
19250,340,Big Beach Films,12808
19251,340,Telegraph Films,54285
19252,1546,Sony Pictures Classics,58
19253,1546,Bob Yari Productions,12260
19254,15155,Andrew Lauren Productions (ALP),19194
19255,78734,Twentieth Century Fox Film Corporation,306
19256,78734,Darryl F. Zanuck Productions,13630
19257,51277,Paramount Pictures,4
19258,61675,Dan Films,1854
19259,61675,Euro American Films S.A.,15499
19260,61675,Marianna Films,42263
19261,65215,20th Century Fox Television,1556
19262,65215,Fuzzy Door Productions,8789
19263,17386,Cannon Group,1444
19264,17386,Cannon Films,4110
19265,17386,Metro-Goldwyn-Mayer (MGM),8411
19266,16374,Velvet Film,1793
19267,16374,CINEFACTO,3186
19268,16374,HBO Films,7429
19269,10753,Golden Way Films Ltd.,3054
19270,10753,Paragon Films Ltd.,3055
19271,27053,Productions Sigma,14550
19272,30230,Paramount Pictures,4
19273,11636,China Film Group Corporation (CFGC),14714
19274,44407,Joe Rock Productions,25630
19275,43529,Columbia Pictures Corporation,441
19276,22575,Metro-Goldwyn-Mayer (MGM),8411
19277,61044,Tritone Cinematografica,1818
19278,61044,Terra-Filmkunst,4784
19279,61044,Atlántida Films,10453
19280,1676,Paramount Pictures,4
19281,27645,Bizarre Productions,4699
19282,34181,Palladium Film,9079
19283,26259,Shaw Brothers,5798
19284,77744,RKO Radio Pictures,6
19285,8814,Di Bonaventura Pictures,435
19286,8814,John Wells Productions,1512
19287,8814,Reaper Productions,2539
19288,8814,Stillking Films,11345
19289,8814,Babelsberg Film,19481
19290,8814,Doom Productions,19922
19291,8814,Distant Planet Productions,19923
19292,9923,New Line Cinema,12
19293,9923,Davis-Films,342
19294,9923,Metropolitan Filmexport,656
19295,9923,Scott Free Productions,1645
19296,9923,Domino 17521,56181
19297,7553,L.I.F.T. Production,1305
19298,7553,Eden Rock Media,2273
19299,8202,Paramount Pictures,4
19300,8202,Lakeshore Entertainment,126
19301,8202,MTV Films,746
19302,8202,Colossal Pictures,6041
19303,8202,Valhalla Motion Pictures,11533
19304,8202,MTV Productions,11534
19305,3118,A.J. Films,1325
